RECID,XMLRECORD
744,"<row id=""744"" xml:space=""preserve""><c1>C100744</c1><c2>Monique</c2><c3>Delahaye</c3><c5>871, chemin Andre</c5><c7>Baron-sur-Blanchet</c7><c8>82692</c8><c31>20140721</c31><c48>TN0000744</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
745,"<row id=""745"" xml:space=""preserve""><c1>C100745</c1><c2>Adrienne</c2><c3>Vidal</c3><c5>rue de Millet</c5><c7>Boulanger-sur-Lucas</c7><c8>08135</c8><c31>20190413</c31><c48>TN0000745</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
746,"<row id=""746"" xml:space=""preserve""><c1>C100746</c1><c2>Véronique</c2><c3>Martel</c3><c5>5, boulevard Adélaïde Garcia</c5><c7>Blanchet</c7><c8>45996</c8><c31>20141223</c31><c48>TN0000746</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
747,"<row id=""747"" xml:space=""preserve""><c1>C100747</c1><c2>Timothée</c2><c3>Marchal</c3><c5>99, chemin Coulon</c5><c7>KleinBourg</c7><c8>51354</c8><c31>20220611</c31><c48>TN0000747</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
748,"<row id=""748"" xml:space=""preserve""><c1>C100748</c1><c2>Gilbert</c2><c3>Ferreira</c3><c5>rue de Weiss</c5><c7>Bouvier</c7><c8>77255</c8><c31>20130129</c31><c48>TN0000748</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
749,"<row id=""749"" xml:space=""preserve""><c1>C100749</c1><c2>Thibault</c2><c3>Hamon</c3><c5>avenue Alexandre</c5><c7>AlexandreVille</c7><c8>97252</c8><c31>20240910</c31><c48>TN0000749</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
750,"<row id=""750"" xml:space=""preserve""><c1>C100750</c1><c2>Philippe</c2><c3>Albert</c3><c5>78, rue Marthe Lacroix</c5><c7>Louis</c7><c8>09871</c8><c31>20221106</c31><c48>TN0000750</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
751,"<row id=""751"" xml:space=""preserve""><c1>C100751</c1><c2>Eugène</c2><c3>Bonnet</c3><c5>1, avenue de Thierry</c5><c7>Lévy-sur-Mer</c7><c8>58841</c8><c31>20150205</c31><c48>TN0000751</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
752,"<row id=""752"" xml:space=""preserve""><c1>C100752</c1><c2>Stéphanie</c2><c3>Gomes</c3><c5>48, rue Renée Lesage</c5><c7>Ollivier</c7><c8>97435</c8><c31>20210912</c31><c48>TN0000752</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
753,"<row id=""753"" xml:space=""preserve""><c1>C100753</c1><c2>Julie</c2><c3>Mercier</c3><c5>98, chemin Hugues Hernandez</c5><c7>Leroux-sur-Boulanger</c7><c8>97168</c8><c31>20141207</c31><c48>TN0000753</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
754,"<row id=""754"" xml:space=""preserve""><c1>C100754</c1><c2>André</c2><c3>Guilbert</c3><c5>avenue William Morin</c5><c7>Oliviernec</c7><c8>68710</c8><c31>20170527</c31><c48>TN0000754</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
755,"<row id=""755"" xml:space=""preserve""><c1>C100755</c1><c2>Maryse</c2><c3>Besson</c3><c5>30, rue Lebreton</c5><c7>Pascalnec</c7><c8>25271</c8><c31>20190218</c31><c48>TN0000755</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
756,"<row id=""756"" xml:space=""preserve""><c1>C100756</c1><c2>Arthur</c2><c3>Lucas</c3><c5>21, rue Labbé</c5><c7>MasseBourg</c7><c8>93937</c8><c31>20181026</c31><c48>TN0000756</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
757,"<row id=""757"" xml:space=""preserve""><c1>C100757</c1><c2>Hélène</c2><c3>Legrand</c3><c5>13, avenue Leconte</c5><c7>Rémyboeuf</c7><c8>28379</c8><c31>20140919</c31><c48>TN0000757</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
758,"<row id=""758"" xml:space=""preserve""><c1>C100758</c1><c2>Christelle</c2><c3>Rocher</c3><c5>64, avenue René Bonneau</c5><c7>Sainte Adèle</c7><c8>49595</c8><c31>20241011</c31><c48>TN0000758</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
759,"<row id=""759"" xml:space=""preserve""><c1>C100759</c1><c2>Martine</c2><c3>François</c3><c5>755, chemin Élodie Paris</c5><c7>Saint Margaud</c7><c8>93287</c8><c31>20180226</c31><c48>TN0000759</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
760,"<row id=""760"" xml:space=""preserve""><c1>C100760</c1><c2>Martine</c2><c3>Colas</c3><c5>84, rue Da Costa</c5><c7>Sainte Odette-les-Bains</c7><c8>29471</c8><c31>20141030</c31><c48>TN0000760</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
761,"<row id=""761"" xml:space=""preserve""><c1>C100761</c1><c2>Nath</c2><c3>Faivre</c3><c5>953, boulevard Bègue</c5><c7>Lebrun-la-Forêt</c7><c8>90293</c8><c31>20130715</c31><c48>TN0000761</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
762,"<row id=""762"" xml:space=""preserve""><c1>C100762</c1><c2>Richard</c2><c3>Voisin</c3><c5>rue Timothée Berthelot</c5><c7>Saint Emmanuellenec</c7><c8>90591</c8><c31>20070103</c31><c48>TN0000762</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
763,"<row id=""763"" xml:space=""preserve""><c1>C100763</c1><c2>Thibault</c2><c3>Da Silva</c3><c5>43, rue de Michel</c5><c7>Martin</c7><c8>10232</c8><c31>20090220</c31><c48>TN0000763</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
764,"<row id=""764"" xml:space=""preserve""><c1>C100764</c1><c2>Suzanne</c2><c3>Martel</c3><c5>138, avenue Albert</c5><c7>Saint Amélie</c7><c8>13864</c8><c31>20150504</c31><c48>TN0000764</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
765,"<row id=""765"" xml:space=""preserve""><c1>C100765</c1><c2>Marine</c2><c3>Mendès</c3><c5>312, chemin Da Silva</c5><c7>Fouquet-sur-Menard</c7><c8>81191</c8><c31>20220318</c31><c48>TN0000765</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
766,"<row id=""766"" xml:space=""preserve""><c1>C100766</c1><c2>Noémi</c2><c3>Daniel</c3><c5>280, chemin Andre</c5><c7>Dos Santosboeuf</c7><c8>49957</c8><c31>20230815</c31><c48>TN0000766</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
767,"<row id=""767"" xml:space=""preserve""><c1>C100767</c1><c2>Inès</c2><c3>Delorme</c3><c5>27, chemin Bodin</c5><c7>Bretonboeuf</c7><c8>85473</c8><c31>20190318</c31><c48>TN0000767</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
768,"<row id=""768"" xml:space=""preserve""><c1>C100768</c1><c2>Aimé</c2><c3>Olivier</c3><c5>40, rue Bouchet</c5><c7>Turpin-sur-Raymond</c7><c8>47388</c8><c31>20080116</c31><c48>TN0000768</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
769,"<row id=""769"" xml:space=""preserve""><c1>C100769</c1><c2>Jacques</c2><c3>Gauthier</c3><c5>rue Parent</c5><c7>Charrierdan</c7><c8>44475</c8><c31>20080603</c31><c48>TN0000769</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
770,"<row id=""770"" xml:space=""preserve""><c1>C100770</c1><c2>Philippe</c2><c3>Traore</c3><c5>78, chemin David</c5><c7>Boulay</c7><c8>52518</c8><c31>20250731</c31><c48>TN0000770</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
771,"<row id=""771"" xml:space=""preserve""><c1>C100771</c1><c2>Noémi</c2><c3>Sanchez</c3><c5>29, rue Schneider</c5><c7>Peltier</c7><c8>88691</c8><c31>20230204</c31><c48>TN0000771</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
772,"<row id=""772"" xml:space=""preserve""><c1>C100772</c1><c2>Adèle</c2><c3>Breton</c3><c5>59, rue de Royer</c5><c7>Valette</c7><c8>70891</c8><c31>20210429</c31><c48>TN0000772</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
773,"<row id=""773"" xml:space=""preserve""><c1>C100773</c1><c2>Emmanuelle</c2><c3>Guillon</c3><c5>boulevard de Guillot</c5><c7>Guillot-sur-Gilbert</c7><c8>06377</c8><c31>20240525</c31><c48>TN0000773</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
774,"<row id=""774"" xml:space=""preserve""><c1>C100774</c1><c2>Gérard</c2><c3>Bousquet</c3><c5>637, rue Rodriguez</c5><c7>Lecoq</c7><c8>18934</c8><c31>20100319</c31><c48>TN0000774</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
775,"<row id=""775"" xml:space=""preserve""><c1>C100775</c1><c2>Renée</c2><c3>Duhamel</c3><c5>603, chemin Anne Alexandre</c5><c7>Saint Martheboeuf</c7><c8>84368</c8><c31>20090622</c31><c48>TN0000775</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
776,"<row id=""776"" xml:space=""preserve""><c1>C100776</c1><c2>Auguste</c2><c3>Antoine</c3><c5>18, chemin de Voisin</c5><c7>Perez</c7><c8>62437</c8><c31>20160912</c31><c48>TN0000776</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
777,"<row id=""777"" xml:space=""preserve""><c1>C100777</c1><c2>Mathilde</c2><c3>Martins</c3><c5>107, rue Roger Guibert</c5><c7>Bruneauboeuf</c7><c8>31736</c8><c31>20230714</c31><c48>TN0000777</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
778,"<row id=""778"" xml:space=""preserve""><c1>C100778</c1><c2>Luc</c2><c3>Jourdan</c3><c5>91, chemin de Caron</c5><c7>Peron</c7><c8>42381</c8><c31>20180814</c31><c48>TN0000778</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
779,"<row id=""779"" xml:space=""preserve""><c1>C100779</c1><c2>Suzanne</c2><c3>Petitjean</c3><c5>17, rue de Moreno</c5><c7>Marty</c7><c8>87241</c8><c31>20130106</c31><c48>TN0000779</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
780,"<row id=""780"" xml:space=""preserve""><c1>C100780</c1><c2>Lucy</c2><c3>Ferrand</c3><c5>6, chemin Grégoire Dijoux</c5><c7>Bonneau-sur-Richard</c7><c8>88353</c8><c31>20160426</c31><c48>TN0000780</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
781,"<row id=""781"" xml:space=""preserve""><c1>C100781</c1><c2>Lorraine</c2><c3>Jacquet</c3><c5>55, rue Antoine Grenier</c5><c7>Lacombe</c7><c8>36628</c8><c31>20140401</c31><c48>TN0000781</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
782,"<row id=""782"" xml:space=""preserve""><c1>C100782</c1><c2>Pénélope</c2><c3>Mahe</c3><c5>93, rue Lamy</c5><c7>Bègue-sur-Mer</c7><c8>39919</c8><c31>20091204</c31><c48>TN0000782</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
783,"<row id=""783"" xml:space=""preserve""><c1>C100783</c1><c2>Michelle</c2><c3>Roche</c3><c5>rue de Laurent</c5><c7>Berthelot</c7><c8>87572</c8><c31>20170724</c31><c48>TN0000783</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
784,"<row id=""784"" xml:space=""preserve""><c1>C100784</c1><c2>Sophie</c2><c3>Gilles</c3><c5>79, boulevard Gilles Parent</c5><c7>Letelliernec</c7><c8>44930</c8><c31>20090423</c31><c48>TN0000784</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
785,"<row id=""785"" xml:space=""preserve""><c1>C100785</c1><c2>Suzanne</c2><c3>Texier</c3><c5>87, boulevard de Marchand</c5><c7>Lemonnier</c7><c8>68374</c8><c31>20240314</c31><c48>TN0000785</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
786,"<row id=""786"" xml:space=""preserve""><c1>C100786</c1><c2>Élisabeth</c2><c3>Hoarau</c3><c5>rue Benoît Delmas</c5><c7>Pages</c7><c8>57380</c8><c31>20151027</c31><c48>TN0000786</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
787,"<row id=""787"" xml:space=""preserve""><c1>C100787</c1><c2>Denise</c2><c3>Aubry</c3><c5>22, chemin de Lambert</c5><c7>Grondin</c7><c8>37811</c8><c31>20240229</c31><c48>TN0000787</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
788,"<row id=""788"" xml:space=""preserve""><c1>C100788</c1><c2>Marthe</c2><c3>Seguin</c3><c5>71, boulevard Adélaïde Didier</c5><c7>Dos Santosdan</c7><c8>83671</c8><c31>20180424</c31><c48>TN0000788</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
789,"<row id=""789"" xml:space=""preserve""><c1>C100789</c1><c2>Astrid</c2><c3>Le Goff</c3><c5>94, rue William Rossi</c5><c7>Duval</c7><c8>03566</c8><c31>20120220</c31><c48>TN0000789</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
790,"<row id=""790"" xml:space=""preserve""><c1>C100790</c1><c2>Laure</c2><c3>Le Goff</c3><c5>310, rue de Pereira</c5><c7>Faure-la-Forêt</c7><c8>20967</c8><c31>20080309</c31><c48>TN0000790</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
791,"<row id=""791"" xml:space=""preserve""><c1>C100791</c1><c2>Juliette</c2><c3>Joly</c3><c5>76, rue de Maillet</c5><c7>Dias</c7><c8>75910</c8><c31>20150630</c31><c48>TN0000791</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
792,"<row id=""792"" xml:space=""preserve""><c1>C100792</c1><c2>Tristan</c2><c3>Moulin</c3><c5>22, chemin Jacqueline Grondin</c5><c7>Colin</c7><c8>65277</c8><c31>20081207</c31><c48>TN0000792</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
793,"<row id=""793"" xml:space=""preserve""><c1>C100793</c1><c2>Julie</c2><c3>Joseph</c3><c5>9, boulevard Guichard</c5><c7>Merle</c7><c8>54617</c8><c31>20080119</c31><c48>TN0000793</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
794,"<row id=""794"" xml:space=""preserve""><c1>C100794</c1><c2>Élodie</c2><c3>Bouchet</c3><c5>11, rue Virginie Paul</c5><c7>Albertnec</c7><c8>69752</c8><c31>20110527</c31><c48>TN0000794</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
795,"<row id=""795"" xml:space=""preserve""><c1>C100795</c1><c2>Marguerite</c2><c3>Nguyen</c3><c5>49, avenue Dorothée Jean</c5><c7>Techernec</c7><c8>70434</c8><c31>20210526</c31><c48>TN0000795</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
796,"<row id=""796"" xml:space=""preserve""><c1>C100796</c1><c2>Thierry</c2><c3>Garcia</c3><c5>65, avenue de Laroche</c5><c7>Jacob</c7><c8>23238</c8><c31>20180626</c31><c48>TN0000796</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
797,"<row id=""797"" xml:space=""preserve""><c1>C100797</c1><c2>Marcelle</c2><c3>Garcia</c3><c5>rue Breton</c5><c7>Sainte Virginie</c7><c8>64636</c8><c31>20190608</c31><c48>TN0000797</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
798,"<row id=""798"" xml:space=""preserve""><c1>C100798</c1><c2>Adèle</c2><c3>Lemonnier</c3><c5>689, boulevard de Fournier</c5><c7>Hernandez</c7><c8>07342</c8><c31>20111031</c31><c48>TN0000798</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
799,"<row id=""799"" xml:space=""preserve""><c1>C100799</c1><c2>Henriette</c2><c3>Blanc</c3><c5>6, rue Valentine Deschamps</c5><c7>Charpentier</c7><c8>77952</c8><c31>20220620</c31><c48>TN0000799</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
800,"<row id=""800"" xml:space=""preserve""><c1>C100800</c1><c2>Jeannine</c2><c3>Ramos</c3><c5>4, avenue Sabine Paris</c5><c7>MassonBourg</c7><c8>57221</c8><c31>20110502</c31><c48>TN0000800</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
801,"<row id=""801"" xml:space=""preserve""><c1>C100801</c1><c2>Michelle</c2><c3>Guilbert</c3><c5>39, chemin Payet</c5><c7>Hebert-sur-Peron</c7><c8>68535</c8><c31>20160525</c31><c48>TN0000801</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
802,"<row id=""802"" xml:space=""preserve""><c1>C100802</c1><c2>Madeleine</c2><c3>Mace</c3><c5>9, boulevard Menard</c5><c7>Berthelot</c7><c8>28997</c8><c31>20210924</c31><c48>TN0000802</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
803,"<row id=""803"" xml:space=""preserve""><c1>C100803</c1><c2>Léon</c2><c3>Maréchal</c3><c5>avenue Marchand</c5><c7>Roche</c7><c8>52890</c8><c31>20090701</c31><c48>TN0000803</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
804,"<row id=""804"" xml:space=""preserve""><c1>C100804</c1><c2>Victor</c2><c3>Guillet</c3><c5>chemin Bonnet</c5><c7>Saint Annenec</c7><c8>87597</c8><c31>20121127</c31><c48>TN0000804</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
805,"<row id=""805"" xml:space=""preserve""><c1>C100805</c1><c2>Alice</c2><c3>Rousset</c3><c5>81, rue Martins</c5><c7>Marchal</c7><c8>59887</c8><c31>20250501</c31><c48>TN0000805</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
806,"<row id=""806"" xml:space=""preserve""><c1>C100806</c1><c2>Marc</c2><c3>Potier</c3><c5>avenue Royer</c5><c7>Thibault-sur-Pelletier</c7><c8>22446</c8><c31>20210105</c31><c48>TN0000806</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
807,"<row id=""807"" xml:space=""preserve""><c1>C100807</c1><c2>Anouk</c2><c3>Leclerc</c3><c5>8, rue Colas</c5><c7>Valentin-les-Bains</c7><c8>27272</c8><c31>20110510</c31><c48>TN0000807</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
808,"<row id=""808"" xml:space=""preserve""><c1>C100808</c1><c2>Auguste</c2><c3>Bernier</c3><c5>chemin Arthur Ribeiro</c5><c7>Collet</c7><c8>59843</c8><c31>20090105</c31><c48>TN0000808</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
809,"<row id=""809"" xml:space=""preserve""><c1>C100809</c1><c2>Virginie</c2><c3>Bertin</c3><c5>94, avenue de Barre</c5><c7>Navarro</c7><c8>38513</c8><c31>20140102</c31><c48>TN0000809</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
810,"<row id=""810"" xml:space=""preserve""><c1>C100810</c1><c2>Rémy</c2><c3>Bourdon</c3><c5>56, rue de Muller</c5><c7>Sainte Christine</c7><c8>92986</c8><c31>20230409</c31><c48>TN0000810</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
811,"<row id=""811"" xml:space=""preserve""><c1>C100811</c1><c2>Julien</c2><c3>Mary</c3><c5>54, chemin Grégoire</c5><c7>Saint Robert</c7><c8>94766</c8><c31>20150121</c31><c48>TN0000811</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
812,"<row id=""812"" xml:space=""preserve""><c1>C100812</c1><c2>Sébastien</c2><c3>Maillard</c3><c5>93, boulevard Charlotte Gillet</c5><c7>Sainte Valérie-sur-Mer</c7><c8>62916</c8><c31>20140308</c31><c48>TN0000812</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
813,"<row id=""813"" xml:space=""preserve""><c1>C100813</c1><c2>Juliette</c2><c3>Lesage</c3><c5>7, rue de Menard</c5><c7>Duhamel</c7><c8>15262</c8><c31>20120413</c31><c48>TN0000813</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
814,"<row id=""814"" xml:space=""preserve""><c1>C100814</c1><c2>Brigitte</c2><c3>Hebert</c3><c5>chemin Alexandria Allain</c5><c7>DialloBourg</c7><c8>85851</c8><c31>20220312</c31><c48>TN0000814</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
815,"<row id=""815"" xml:space=""preserve""><c1>C100815</c1><c2>Martin</c2><c3>Le Goff</c3><c5>26, boulevard Marcel Voisin</c5><c7>Ruiznec</c7><c8>39875</c8><c31>20091006</c31><c48>TN0000815</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
816,"<row id=""816"" xml:space=""preserve""><c1>C100816</c1><c2>Adrienne</c2><c3>Evrard</c3><c5>25, avenue Ledoux</c5><c7>Rodrigues</c7><c8>42786</c8><c31>20251128</c31><c48>TN0000816</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
817,"<row id=""817"" xml:space=""preserve""><c1>C100817</c1><c2>Lucy</c2><c3>Leroux</c3><c5>147, rue de Barre</c5><c7>Gilbert-sur-Mer</c7><c8>02680</c8><c31>20140701</c31><c48>TN0000817</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
818,"<row id=""818"" xml:space=""preserve""><c1>C100818</c1><c2>Nicole</c2><c3>Ferrand</c3><c5>615, rue de Bailly</c5><c7>Saint Xavierboeuf</c7><c8>20597</c8><c31>20121216</c31><c48>TN0000818</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
819,"<row id=""819"" xml:space=""preserve""><c1>C100819</c1><c2>Auguste</c2><c3>Grégoire</c3><c5>304, rue de Carre</c5><c7>Michaud</c7><c8>51740</c8><c31>20220525</c31><c48>TN0000819</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
820,"<row id=""820"" xml:space=""preserve""><c1>C100820</c1><c2>Alex</c2><c3>Fouquet</c3><c5>8, rue Élisabeth Renard</c5><c7>Masseboeuf</c7><c8>80405</c8><c31>20100614</c31><c48>TN0000820</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
821,"<row id=""821"" xml:space=""preserve""><c1>C100821</c1><c2>Monique</c2><c3>Dupuis</c3><c5>533, boulevard Arnaud</c5><c7>GermainBourg</c7><c8>95808</c8><c31>20140726</c31><c48>TN0000821</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
822,"<row id=""822"" xml:space=""preserve""><c1>C100822</c1><c2>Denise</c2><c3>Raynaud</c3><c5>47, rue Brunel</c5><c7>Pichon-la-Forêt</c7><c8>86161</c8><c31>20201005</c31><c48>TN0000822</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
823,"<row id=""823"" xml:space=""preserve""><c1>C100823</c1><c2>Marthe</c2><c3>Valentin</c3><c5>474, rue Huet</c5><c7>Hernandez</c7><c8>66504</c8><c31>20240630</c31><c48>TN0000823</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
824,"<row id=""824"" xml:space=""preserve""><c1>C100824</c1><c2>Virginie</c2><c3>Lambert</c3><c5>avenue Jules Bigot</c5><c7>Saint Célinanec</c7><c8>82948</c8><c31>20190901</c31><c48>TN0000824</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
825,"<row id=""825"" xml:space=""preserve""><c1>C100825</c1><c2>Cécile</c2><c3>Gautier</c3><c5>57, chemin Lemaire</c5><c7>Lacroixdan</c7><c8>18127</c8><c31>20121213</c31><c48>TN0000825</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
826,"<row id=""826"" xml:space=""preserve""><c1>C100826</c1><c2>Claudine</c2><c3>Leroy</c3><c5>38, rue Zoé Alves</c5><c7>Carpentier</c7><c8>36351</c8><c31>20200410</c31><c48>TN0000826</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
827,"<row id=""827"" xml:space=""preserve""><c1>C100827</c1><c2>Audrey</c2><c3>Royer</c3><c5>boulevard Joséphine Poulain</c5><c7>Vincent-sur-Gillet</c7><c8>50278</c8><c31>20090929</c31><c48>TN0000827</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
828,"<row id=""828"" xml:space=""preserve""><c1>C100828</c1><c2>Anastasie</c2><c3>Gérard</c3><c5>9, rue Clerc</c5><c7>Hernandez</c7><c8>64231</c8><c31>20240404</c31><c48>TN0000828</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
829,"<row id=""829"" xml:space=""preserve""><c1>C100829</c1><c2>Pierre</c2><c3>Chauveau</c3><c5>58, rue de Hamon</c5><c7>Pasquier</c7><c8>87805</c8><c31>20060311</c31><c48>TN0000829</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
830,"<row id=""830"" xml:space=""preserve""><c1>C100830</c1><c2>Valentine</c2><c3>Ledoux</c3><c5>rue Lucie Bousquet</c5><c7>Saint Élise-la-Forêt</c7><c8>77568</c8><c31>20180904</c31><c48>TN0000830</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
831,"<row id=""831"" xml:space=""preserve""><c1>C100831</c1><c2>Thibault</c2><c3>Vasseur</c3><c5>78, rue de Jean</c5><c7>Picard</c7><c8>74871</c8><c31>20250624</c31><c48>TN0000831</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
832,"<row id=""832"" xml:space=""preserve""><c1>C100832</c1><c2>Pénélope</c2><c3>Moreno</c3><c5>56, avenue Toussaint</c5><c7>Marie-sur-Charrier</c7><c8>11939</c8><c31>20230408</c31><c48>TN0000832</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
833,"<row id=""833"" xml:space=""preserve""><c1>C100833</c1><c2>Geneviève</c2><c3>Jacquet</c3><c5>936, avenue Margaret Henry</c5><c7>Lévêque-sur-Marques</c7><c8>91565</c8><c31>20160903</c31><c48>TN0000833</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
834,"<row id=""834"" xml:space=""preserve""><c1>C100834</c1><c2>Philippine</c2><c3>Michaud</c3><c5>31, chemin Nath Lévêque</c5><c7>Sainte Olivier</c7><c8>28938</c8><c31>20110319</c31><c48>TN0000834</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
835,"<row id=""835"" xml:space=""preserve""><c1>C100835</c1><c2>Grégoire</c2><c3>Hebert</c3><c5>rue de Lefebvre</c5><c7>Morvan</c7><c8>08528</c8><c31>20171201</c31><c48>TN0000835</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
836,"<row id=""836"" xml:space=""preserve""><c1>C100836</c1><c2>Franck</c2><c3>Lamy</c3><c5>43, boulevard de Lopes</c5><c7>Leclerc-les-Bains</c7><c8>05310</c8><c31>20130524</c31><c48>TN0000836</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
837,"<row id=""837"" xml:space=""preserve""><c1>C100837</c1><c2>Franck</c2><c3>Gillet</c3><c5>boulevard de Lopez</c5><c7>Robin</c7><c8>08798</c8><c31>20200523</c31><c48>TN0000837</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
838,"<row id=""838"" xml:space=""preserve""><c1>C100838</c1><c2>Susan</c2><c3>Blanchet</c3><c5>387, boulevard Manon Vallet</c5><c7>Saint Henri</c7><c8>14298</c8><c31>20251202</c31><c48>TN0000838</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
839,"<row id=""839"" xml:space=""preserve""><c1>C100839</c1><c2>Xavier</c2><c3>Boyer</c3><c5>96, boulevard Rousseau</c5><c7>Leblancboeuf</c7><c8>72259</c8><c31>20190709</c31><c48>TN0000839</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
840,"<row id=""840"" xml:space=""preserve""><c1>C100840</c1><c2>Grégoire</c2><c3>Gros</c3><c5>rue Legrand</c5><c7>Costa</c7><c8>88560</c8><c31>20080815</c31><c48>TN0000840</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
841,"<row id=""841"" xml:space=""preserve""><c1>C100841</c1><c2>Julien</c2><c3>Chevalier</c3><c5>40, rue Adèle David</c5><c7>Guyot</c7><c8>44277</c8><c31>20141208</c31><c48>TN0000841</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
